leclerc,2020,4,1,13,14:37:21,29.520
sainz,2020,4,2,51,15:40:13,36.278
stroll,2020,4,1,13,14:37:32,28.716
grosjean,2020,4,1,36,15:17:38,33.816
albon,2020,5,2,30,15:00:01,27.858
gasly,2020,5,2,23,14:49:25,28.306
giovinazzi,2020,5,1,7,14:24:23,27.892
russell,2020,5,2,24,14:51:11,28.331
kevin_magnussen,2020,5,2,20,14:45:03,29.389
latifi,2020,5,2,26,14:54:19,28.086
norris,2020,5,2,29,14:58:32,28.874
bottas,2020,5,1,13,14:33:10,28.408
hamilton,2020,5,1,14,14:34:45,28.406
ricciardo,2020,5,2,26,14:53:46,28.167
hulkenberg,2020,5,2,30,14:59:44,28.386
grosjean,2020,5,1,17,14:40:00,29.377
stroll,2020,5,2,31,15:01:17,27.974
leclerc,2020,5,1,18,14:41:13,29.419
kvyat,2020,5,1,19,14:43:00,28.036
sainz,2020,5,1,22,14:47:30,35.864
ocon,2020,5,1,22,14:47:36,28.093
vettel,2020,5,1,22,14:47:40,28.167
max_verstappen,2020,5,2,32,15:02:28,28.986
raikkonen,2020,5,1,26,14:54:13,29.296
albon,2020,6,2,39,16:09:10,21.804
russell,2020,6,2,35,16:03:47,21.889
raikkonen,2020,6,2,44,16:16:43,22.197
max_verstappen,2020,6,2,41,16:10:56,21.601
gasly,2020,6,2,42,16:13:22,22.394
norris,2020,6,2,44,16:16:10,21.761
kvyat,2020,6,2,45,16:17:43,22.079
giovinazzi,2020,6,2,45,16:18:12,21.794
sainz,2020,6,2,41,16:11:55,22.166
hamilton,2020,6,1,23,15:45:28,23.377
bottas,2020,6,1,23,15:45:39,22.310
stroll,2020,6,2,42,16:13:17,22.388
kevin_magnussen,2020,6,1,28,15:53:40,24.148
latifi,2020,6,1,28,15:54:06,22.322
perez,2020,6,1,29,15:54:39,22.641
leclerc,2020,6,1,29,15:54:45,22.274
vettel,2020,6,1,29,15:54:53,21.820
grosjean,2020,6,1,32,15:59:39,23.212
ocon,2020,6,1,34,16:02:12,22.366
ricciardo,2020,6,1,35,16:03:27,21.837
leclerc,2020,7,2,24,16:02:10,25.100
raikkonen,2020,7,1,10,15:32:46,22.960
grosjean,2020,7,1,10,15:32:51,23.636
kevin_magnussen,2020,7,2,35,16:22:33,24.339
latifi,2020,7,2,30,16:13:23,23.477
hamilton,2020,7,1,11,15:34:33,23.298
bottas,2020,7,1,11,15:34:37,25.548
max_verstappen,2020,7,1,11,15:34:40,23.314
ricciardo,2020,7,1,11,15:34:49,23.586
ocon,2020,7,1,11,15:34:54,24.305
albon,2020,7,1,11,15:34:55,22.738
stroll,2020,7,1,11,15:34:58,23.689
norris,2020,7,1,11,15:35:05,23.046
kvyat,2020,7,1,11,15:35:10,23.769
vettel,2020,7,1,11,15:35:12,22.982
perez,2020,7,1,18,15:51:01,23.175
gasly,2020,7,1,26,16:05:44,22.681
kevin_magnussen,2020,8,1,1,15:15:04,40.078
latifi,2020,8,2,26,15:55:05,25:23.130
leclerc,2020,8,1,17,15:38:12,24.344
raikkonen,2020,8,2,26,15:54:55,25:20.985
gasly,2020,8,2,26,15:54:53,25:19.879
hamilton,2020,8,2,26,15:54:50,25:16.864
giovinazzi,2020,8,2,26,15:54:57,25:21.825
sainz,2020,8,2,26,15:54:58,25:22.369
norris,2020,8,2,26,15:55:02,25:22.009
ricciardo,2020,8,2,26,15:55:06,25:23.637
perez,2020,8,1,22,15:46:48,26.693
bottas,2020,8,2,26,15:55:03,25:22.264
max_verstappen,2020,8,2,26,15:55:08,25:22.796
ocon,2020,8,2,26,15:55:10,25:23.223
albon,2020,8,1,22,15:46:56,29.661
kvyat,2020,8,1,22,15:46:56,25.920
russell,2020,8,1,22,15:46:57,25.249
grosjean,2020,8,1,22,15:46:57,25.936
stroll,2020,8,1,26,15:54:52,25:17.308
raikkonen,2020,9,3,8,15:31:30,24:10.186
vettel,2020,9,3,8,15:31:32,24:09.513
bottas,2020,9,2,8,15:31:11,23:56.402
hamilton,2020,9,2,8,15:31:13,23:56.696
leclerc,2020,9,3,21,16:15:31,23.469
albon,2020,9,2,8,15:31:16,23:58.719
stroll,2020,9,2,8,15:31:17,23:59.578
ricciardo,2020,9,2,8,15:31:19,24:01.000
perez,2020,9,2,8,15:31:21,24:01.547
norris,2020,9,2,8,15:31:22,24:05.614
kvyat,2020,9,2,8,15:31:24,24:05.955
ocon,2020,9,1,7,15:28:49,17.455
russell,2020,9,2,8,15:31:28,24:07.186
grosjean,2020,9,2,8,15:31:34,24:10.651
russell,2020,10,3,50,15:45:09,29.675
albon,2020,10,2,27,15:05:10,30.111
norris,2020,10,2,47,15:39:13,31.368
ricciardo,2020,10,1,15,14:44:24,30.112
hamilton,2020,10,1,16,14:45:50,41.352
giovinazzi,2020,10,1,16,14:46:23,29.767
grosjean,2020,10,2,42,15:31:06,29.988
latifi,2020,10,1,17,14:48:20,29.862
ocon,2020,10,1,18,14:49:24,30.068
gasly,2020,10,2,42,15:30:21,29.409
kevin_magnussen,2020,10,1,19,14:51:23,30.188
perez,2020,10,1,20,14:52:46,29.602
max_verstappen,2020,10,1,25,15:00:57,28.748
bottas,2020,10,1,26,15:02:26,29.750
leclerc,2020,10,1,28,15:06:20,30.261
kvyat,2020,10,1,30,15:09:46,29.662
vettel,2020,10,1,30,15:10:13,29.395
raikkonen,2020,10,1,35,15:18:43,33.317
albon,2020,11,1,7,14:24:20,23.562
leclerc,2020,11,2,35,15:08:35,23.111
raikkonen,2020,11,1,10,14:29:22,22.865
vettel,2020,11,2,41,15:18:18,24.366
russell,2020,11,1,11,14:30:54,22.496
bottas,2020,11,1,13,14:33:18,22.625
kevin_magnussen,2020,11,2,34,15:07:30,23.114
latifi,2020,11,2,33,15:06:01,24.063
giovinazzi,2020,11,2,36,15:10:28,22.772
hamilton,2020,11,2,45,15:22:31,23.180
max_verstappen,2020,11,2,45,15:22:43,22.568
ricciardo,2020,11,2,44,15:22:03,22.530
kvyat,2020,11,1,17,14:41:05,30.826
perez,2020,11,1,28,14:57:23,22.880
sainz,2020,11,2,44,15:22:26,22.503
grosjean,2020,11,1,28,14:57:54,23.635
norris,2020,11,1,29,14:58:56,21.991
hulkenberg,2020,11,2,44,15:23:08,22.686
gasly,2020,11,2,44,15:23:04,22.917
perez,2020,12,2,45,14:15:49,26.635
raikkonen,2020,12,1,11,13:28:58,29.061
ricciardo,2020,12,1,14,13:33:08,26.999
norris,2020,12,2,43,14:13:48,27.750
stroll,2020,12,2,34,14:01:48,37.483
albon,2020,12,2,46,14:17:42,25.882
max_verstappen,2020,12,1,23,13:45:13,26.394
latifi,2020,12,1,24,13:47:22,26.739
kvyat,2020,12,2,55,14:30:36,32.943
sainz,2020,12,1,26,13:49:45,27.299
grosjean,2020,12,1,26,13:50:03,26.985
vettel,2020,12,1,27,13:51:14,26.666
gasly,2020,12,1,28,13:52:25,27.204
giovinazzi,2020,12,1,28,13:52:49,26.473
kevin_magnussen,2020,12,1,31,13:57:08,27.300
leclerc,2020,12,1,34,14:00:19,26.940
russell,2020,12,1,36,14:03:48,32.991
hamilton,2020,12,1,40,14:07:56,27.162
bottas,2020,12,1,41,14:09:27,26.512
ocon,2020,12,1,53,14:26:47,28.535
stroll,2020,13,3,52,14:25:09,36.630
grosjean,2020,13,2,50,14:21:06,31.199
giovinazzi,2020,13,1,10,13:27:00,29.745
russell,2020,13,1,11,13:28:18,29.707
leclerc,2020,13,1,13,13:30:49,30.243
norris,2020,13,2,53,14:25:29,30.203
ocon,2020,13,1,13,13:30:59,30.559
ricciardo,2020,13,1,14,13:32:09,30.204
albon,2020,13,2,59,14:37:02,29.552
kvyat,2020,13,2,51,14:22:09,29.809
sainz,2020,13,2,51,14:22:11,30.614
max_verstappen,2020,13,1,18,13:37:06,29.427
bottas,2020,13,2,51,14:21:18,30.129
perez,2020,13,2,51,14:21:54,30.555
kevin_magnussen,2020,13,1,27,13:50:01,30.708
hamilton,2020,13,2,52,14:22:55,30.925
latifi,2020,13,1,34,13:59:15,29.892
vettel,2020,13,2,51,14:22:57,29.934
raikkonen,2020,13,1,48,14:17:39,29.863
ocon,2020,14,2,10,13:33:43,23.475
leclerc,2020,14,2,30,14:08:52,23.687
bottas,2020,14,1,7,13:27:48,23.398
vettel,2020,14,2,33,14:13:43,25.401
hamilton,2020,14,1,8,13:29:04,23.860
raikkonen,2020,14,2,30,14:09:48,31.356
kevin_magnussen,2020,14,2,34,14:16:33,2:33.964
giovinazzi,2020,14,1,8,13:29:38,25.432
kvyat,2020,14,1,8,13:29:42,23.417
grosjean,2020,14,1,8,13:29:52,26.686
stroll,2020,14,1,9,13:30:37,23.730
latifi,2020,14,1,8,13:30:54,24.738
norris,2020,14,1,9,13:31:36,22.684
perez,2020,14,1,10,13:32:35,25.163
ricciardo,2020,14,2,32,14:12:20,23.208
sainz,2020,14,2,33,14:14:01,23.537
gasly,2020,14,2,33,14:14:57,23.288
max_verstappen,2020,14,2,18,13:47:55,22.518
albon,2020,14,2,34,14:15:35,22.490
russell,2020,14,1,32,14:13:13,22.692
hamilton,2020,15,2,19,19:10:46,24.061
max_verstappen,2020,15,2,20,19:12:27,24.622
perez,2020,15,2,20,19:12:34,24.317
albon,2020,15,2,19,19:11:03,24.172
ricciardo,2020,15,2,16,19:06:25,24.617
bottas,2020,15,2,4,18:43:43,24.936
gasly,2020,15,1,1,17:16:02,19:20.469
ocon,2020,15,2,17,19:07:58,24.076
norris,2020,15,2,18,19:09:33,24.679
leclerc,2020,15,1,1,17:16:14,19:14.255
giovinazzi,2020,15,1,1,17:16:18,19:14.906
stroll,2020,15,1,1,17:16:19,19:14.123
sainz,2020,15,1,1,17:16:21,19:17.291
kevin_magnussen,2020,15,2,3,18:41:46,38.297
vettel,2020,15,1,1,17:16:26,19:17.042
latifi,2020,15,1,1,17:16:29,19:17.995
raikkonen,2020,15,2,17,19:08:14,32.278
russell,2020,15,1,1,17:16:34,19:23.297
kvyat,2020,15,2,17,19:08:09,37.317
perez,2020,16,2,47,21:01:49,24.507
norris,2020,16,2,54,21:09:09,24.245
raikkonen,2020,16,2,54,21:09:49,24.401
giovinazzi,2020,16,2,54,21:09:30,24.551
kevin_magnussen,2020,16,2,54,21:09:40,25.466
kvyat,2020,16,2,53,21:07:47,24.232
latifi,2020,16,1,27,20:42:32,24.297
sainz,2020,16,2,55,21:09:54,24.853
gasly,2020,16,2,51,21:05:56,24.577
ricciardo,2020,16,2,55,21:09:56,24.695
vettel,2020,16,2,54,21:09:21,28.080
aitken,2020,16,2,54,21:09:43,25.688
pietro_fittipaldi,2020,16,2,53,21:09:11,26.393
ocon,2020,16,1,41,20:55:57,24.414
stroll,2020,16,1,42,20:56:54,24.684
russell,2020,16,1,45,20:59:22,24.708
albon,2020,16,1,47,21:01:54,23.874
bottas,2020,16,1,49,21:03:18,24.552
perez,2021,1,2,19,18:40:35,24.105
gasly,2021,1,2,19,18:41:17,24.317
alonso,2021,1,2,29,18:57:13,24.775
norris,2021,1,1,12,18:29:05,24.899
leclerc,2021,1,2,32,19:01:40,24.176
stroll,2021,1,2,28,18:55:23,25.525
giovinazzi,2021,1,2,30,18:58:53,24.223
hamilton,2021,1,2,28,18:54:40,24.076
ricciardo,2021,1,2,32,19:01:44,24.655
raikkonen,2021,1,2,29,18:57:06,24.046
ocon,2021,1,2,31,19:00:29,24.471
russell,2021,1,1,13,18:31:02,24.621
latifi,2021,1,1,14,18:32:44,26.046
mick_schumacher,2021,1,1,14,18:32:58,25.798
sainz,2021,1,1,15,18:34:04,24.353
tsunoda,2021,1,1,15,18:34:12,25.046
bottas,2021,1,2,30,18:57:58,32.897
max_verstappen,2021,1,1,17,18:36:54,24.767
vettel,2021,1,1,24,18:49:08,24.626
ocon,2021,2,3,31,15:56:23,30.701
vettel,2021,2,3,22,15:42:52,39.502
mick_schumacher,2021,2,2,21,15:41:24,32.479
mazepin,2021,2,2,23,15:45:20,31.500
gasly,2021,2,2,26,15:48:45,32.277
tsunoda,2021,2,1,25,15:46:39,30.696
russell,2021,2,1,26,15:47:53,29.983
raikkonen,2021,2,2,32,15:58:16,24:52.612
max_verstappen,2021,2,2,33,15:58:11,27:01.361
sainz,2021,2,1,27,15:48:51,30.856
ricciardo,2021,2,1,27,15:48:57,34.340
stroll,2021,2,2,32,15:58:13,24:52.090
hamilton,2021,2,2,31,15:55:30,38.198
giovinazzi,2021,2,1,27,15:49:32,32.299
leclerc,2021,2,1,28,15:49:43,31.002
perez,2021,2,1,28,15:49:58,44.608
norris,2021,2,1,28,15:50:11,30.654
bottas,2021,2,1,28,15:50:46,30.167
alonso,2021,2,1,28,15:51:18,30.864
bottas,2021,3,2,3,15:08:34,22.072
hamilton,2021,3,2,3,15:08:36,22.164
max_verstappen,2021,3,2,3,15:08:37,22.104
sainz,2021,3,2,3,15:08:38,22.244
perez,2021,3,2,3,15:08:39,22.100
norris,2021,3,2,3,15:08:40,22.551
ocon,2021,3,2,3,15:08:42,22.240
leclerc,2021,3,2,3,15:08:43,22.587
gasly,2021,3,2,3,15:08:45,22.319
vettel,2021,3,2,3,15:08:48,21.750
russell,2021,3,2,3,15:08:48,22.755
giovinazzi,2021,3,1,2,15:06:29,22.485
ricciardo,2021,3,1,2,15:06:31,21.965
alonso,2021,3,1,2,15:06:34,21.452
tsunoda,2021,3,1,2,15:06:36,22.266
stroll,2021,3,1,2,15:06:37,22.264
latifi,2021,3,1,2,15:06:39,21.970
mick_schumacher,2021,3,1,2,15:06:40,22.019
mazepin,2021,3,1,2,15:06:42,21.372
giovinazzi,2021,4,2,39,16:00:52,22.871
russell,2021,4,2,28,15:44:52,21.919
latifi,2021,4,3,50,16:16:19,22.405
gasly,2021,4,2,47,16:11:47,26.065
alonso,2021,4,1,21,15:34:51,22.043
vettel,2021,4,2,38,15:59:08,21.973
sainz,2021,4,2,46,16:09:50,21.856
stroll,2021,4,2,39,16:00:28,21.432
mazepin,2021,4,2,42,16:05:36,22.502
bottas,2021,4,1,23,15:37:18,22.311
ocon,2021,4,1,23,15:37:33,22.798
norris,2021,4,1,23,15:37:35,21.864
mick_schumacher,2021,4,1,23,15:37:59,24.006
max_verstappen,2021,4,1,24,15:38:32,23.565
ricciardo,2021,4,2,46,16:09:49,21.762
perez,2021,4,1,27,15:43:06,22.382
hamilton,2021,4,2,42,16:03:32,22.078
leclerc,2021,4,1,28,15:44:20,21.613
raikkonen,2021,4,1,37,15:57:41,21.572
hamilton,2021,5,2,67,16:28:48,24.244
norris,2021,5,1,30,15:41:20,23.874
gasly,2021,5,1,30,15:41:23,24.428
vettel,2021,5,1,31,15:42:42,24.369
russell,2021,5,1,31,15:43:46,23.928
sainz,2021,5,1,32,15:43:47,24.150
giovinazzi,2021,5,1,33,15:45:42,24.521
max_verstappen,2021,5,1,34,15:46:10,23.746
perez,2021,5,1,35,15:47:44,24.548
mazepin,2021,5,1,34,15:48:25,25.202
ricciardo,2021,5,1,36,15:49:52,24.715
ocon,2021,5,1,37,15:50:48,23.935
mick_schumacher,2021,5,1,37,15:52:43,24.797
raikkonen,2021,5,1,43,15:58:41,24.077
latifi,2021,5,1,43,15:59:23,23.703
alonso,2021,5,1,45,16:01:34,23.803
stroll,2021,5,1,58,16:17:28,23.474
tsunoda,2021,5,1,64,16:26:09,24.430
russell,2021,6,2,34,17:09:15,20.029
giovinazzi,2021,6,2,34,17:09:14,20.193
alonso,2021,6,2,34,17:09:13,19.983
norris,2021,6,1,7,16:16:56,20.533
mick_schumacher,2021,6,3,44,17:28:35,21.587
leclerc,2021,6,2,47,17:33:48,15.092
tsunoda,2021,6,1,9,16:20:28,20.253
latifi,2021,6,1,9,16:20:47,22.149
mazepin,2021,6,3,44,17:29:37,24.780
sainz,2021,6,1,10,16:22:11,20.064
hamilton,2021,6,2,47,17:33:39,15.432
gasly,2021,6,2,47,17:33:45,15.085
bottas,2021,6,1,11,16:24:08,20.356
ricciardo,2021,6,1,11,16:24:12,20.082
max_verstappen,2021,6,1,12,16:25:37,19.769
perez,2021,6,2,47,17:33:39,15.277
raikkonen,2021,6,1,13,16:27:59,20.048
vettel,2021,6,2,47,17:33:42,14.945
leclerc,2021,7,2,38,16:07:29,31.368
tsunoda,2021,7,1,15,15:28:52,30.226
mick_schumacher,2021,7,1,15,15:29:09,31.457
ricciardo,2021,7,1,16,15:30:21,29.951
bottas,2021,7,1,17,15:31:34,30.572
sainz,2021,7,1,17,15:32:00,30.534
gasly,2021,7,1,17,15:32:01,30.781
russell,2021,7,1,17,15:32:17,30.092
max_verstappen,2021,7,2,32,15:56:20,30.123
alonso,2021,7,1,18,15:33:49,31.288
latifi,2021,7,1,18,15:34:01,29.775
hamilton,2021,7,1,19,15:34:46,30.263
perez,2021,7,1,24,15:43:14,29.682
norris,2021,7,1,24,15:43:44,30.531
ocon,2021,7,1,28,15:50:47,30.207
giovinazzi,2021,7,1,28,15:50:48,30.586
mazepin,2021,7,1,31,15:56:17,30.983
raikkonen,2021,7,1,33,15:59:18,31.327
stroll,2021,7,1,34,16:00:37,30.996
vettel,2021,7,1,37,16:05:29,31.069
leclerc,2021,8,2,37,15:47:22,21.924
latifi,2021,8,2,25,15:34:10,21.953
mazepin,2021,8,1,21,15:28:40,22.759
giovinazzi,2021,8,1,23,15:30:50,21.210
russell,2021,8,2,26,15:34:49,46.315
perez,2021,8,2,54,16:06:26,20.961
tsunoda,2021,8,1,26,15:34:15,21.234
bottas,2021,8,1,27,15:34:56,21.752
alonso,2021,8,1,27,15:35:25,21.131
vettel,2021,8,1,27,15:35:28,21.546
hamilton,2021,8,2,69,16:23:22,21.640
stroll,2021,8,1,28,15:36:35,20.936
max_verstappen,2021,8,1,29,15:36:53,20.936
norris,2021,8,1,31,15:39:53,21.692
mick_schumacher,2021,8,1,33,15:43:09,22.400
raikkonen,2021,8,1,36,15:46:10,21.227
ocon,2021,8,1,36,15:46:14,21.238
sainz,2021,8,1,41,15:51:48,21.226
ricciardo,2021,8,1,41,15:52:04,21.410
giovinazzi,2021,9,2,29,15:39:18,27.122
tsunoda,2021,9,2,51,16:04:57,26.604
gasly,2021,9,2,45,15:57:48,20.850
stroll,2021,9,2,46,15:59:19,21.472
vettel,2021,9,2,49,16:02:39,20.841
mazepin,2021,9,2,45,15:58:58,23.182
ricciardo,2021,9,1,29,15:38:55,21.151
norris,2021,9,1,30,15:39:39,26.474
bottas,2021,9,1,30,15:39:41,21.071
russell,2021,9,1,30,15:40:16,21.606
hamilton,2021,9,2,53,16:06:32,21.421
max_verstappen,2021,9,2,60,16:14:03,21.236
perez,2021,9,1,32,15:42:28,21.735
alonso,2021,9,1,32,15:42:41,22.663
latifi,2021,9,1,33,15:44:01,21.152
leclerc,2021,9,1,34,15:44:47,21.143
mick_schumacher,2021,9,1,34,15:45:26,21.798
raikkonen,2021,9,1,37,15:48:30,21.896
sainz,2021,9,1,48,16:01:07,21.431
leclerc,2021,10,1,2,15:07:57,34:07.731
hamilton,2021,10,1,2,15:08:00,34:08.376
bottas,2021,10,2,22,16:15:42,28.209
norris,2021,10,2,21,16:14:08,31.706
ricciardo,2021,10,2,20,16:12:48,28.817
vettel,2021,10,2,18,16:10:08,28.145
alonso,2021,10,1,2,15:08:10,34:18.580
sainz,2021,10,1,2,15:08:12,34:19.122
raikkonen,2021,10,2,18,16:09:59,28.110
ocon,2021,10,2,19,16:11:30,28.772
stroll,2021,10,2,23,16:17:39,28.213
gasly,2021,10,1,2,15:08:21,34:27.244
giovinazzi,2021,10,2,23,16:17:51,28.137
russell,2021,10,2,18,16:10:03,27.812
tsunoda,2021,10,1,2,15:08:28,34:35.695
mick_schumacher,2021,10,1,2,15:08:30,34:35.728
latifi,2021,10,2,19,16:11:41,27.543
mazepin,2021,10,1,2,15:08:35,34:36.977
perez,2021,10,2,18,16:10:00,27.892
max_verstappen,2021,11,2,2,15:08:31,24:16.349
mazepin,2021,11,2,2,15:08:34,24:17.420
norris,2021,11,1,1,15:05:33,38.267
giovinazzi,2021,11,2,2,15:08:38,24:16.349
hamilton,2021,11,1,2,15:07:57,24:09.259
ocon,2021,11,2,3,15:34:31,39.522
vettel,2021,11,2,3,15:34:31,40.882
sainz,2021,11,2,3,15:34:32,42.786
tsunoda,2021,11,2,3,15:34:33,40.740
latifi,2021,11,2,3,15:34:34,39.081
alonso,2021,11,2,3,15:34:40,37.122
russell,2021,11,2,3,15:34:41,29.374
raikkonen,2021,11,2,3,15:34:41,35.451
mick_schumacher,2021,11,2,3,15:34:42,36.813
gasly,2021,11,2,3,15:34:43,39.839
ricciardo,2021,11,2,3,15:34:43,34.492
mick_schumacher,2021,13,2,30,15:43:39,24.578
perez,2021,13,2,47,16:03:51,18.555
vettel,2021,13,2,44,16:00:37,18.681
hamilton,2021,13,3,70,16:30:49,19.202
max_verstappen,2021,13,2,40,15:53:30,18.578
latifi,2021,13,1,23,15:33:19,20.646
gasly,2021,13,1,24,15:33:50,19.163
giovinazzi,2021,13,2,33,15:46:17,20.043
russell,2021,13,2,68,16:30:57,25.533
stroll,2021,13,1,27,15:38:17,19.389
ricciardo,2021,13,1,30,15:42:01,19.449
bottas,2021,13,2,67,16:27:35,21.730
sainz,2021,13,1,31,15:42:58,20.327
ocon,2021,13,1,31,15:43:12,19.240
tsunoda,2021,13,1,31,15:43:30,19.850
alonso,2021,13,1,33,15:45:41,19.018
mazepin,2021,13,1,33,15:46:35,19.999
leclerc,2021,13,1,34,15:46:39,19.490
kubica,2021,13,1,40,15:55:29,19.708
norris,2021,13,1,42,15:57:26,20.443
giovinazzi,2021,14,2,25,15:40:55,30.551
ricciardo,2021,14,1,22,15:35:18,23.812
vettel,2021,14,2,26,15:42:41,25.927
max_verstappen,2021,14,1,23,15:36:46,32.456
latifi,2021,14,1,23,15:37:22,24.168
mick_schumacher,2021,14,1,23,15:37:49,24.714
norris,2021,14,1,24,15:38:19,24.168
mazepin,2021,14,3,39,16:05:25,30.917
hamilton,2021,14,1,25,15:39:44,25.619
stroll,2021,14,1,25,15:40:09,24.846
alonso,2021,14,1,25,15:40:14,24.797
leclerc,2021,14,1,26,15:41:30,24.557
perez,2021,14,1,26,15:41:34,23.906
sainz,2021,14,1,26,15:41:48,24.283
bottas,2021,14,1,26,15:41:50,24.308
ocon,2021,14,1,26,15:42:10,30.333
russell,2021,14,1,26,15:42:13,24.156
kubica,2021,14,1,26,15:42:21,24.501
stroll,2021,15,2,48,16:26:01,43.124
russell,2021,15,2,47,16:23:56,32.081
latifi,2021,15,1,13,15:26:27,30.056
tsunoda,2021,15,2,47,16:24:44,30.980
sainz,2021,15,2,48,16:25:33,30.677
mazepin,2021,15,2,46,16:24:05,33.931
ocon,2021,15,1,15,15:29:27,29.901
raikkonen,2021,15,2,47,16:23:59,30.131
mick_schumacher,2021,15,1,20,15:38:36,29.996
ricciardo,2021,15,2,48,16:25:35,31.016
hamilton,2021,15,2,49,16:26:32,30.045
max_verstappen,2021,15,2,48,16:25:32,31.017
vettel,2021,15,1,26,15:48:09,29.242
norris,2021,15,1,28,15:51:03,29.824
bottas,2021,15,2,47,16:23:58,29.569
gasly,2021,15,1,33,16:00:00,29.354
leclerc,2021,15,1,35,16:03:07,31.849
perez,2021,15,1,36,16:04:32,36.026
alonso,2021,15,1,36,16:04:40,30.157
giovinazzi,2021,15,1,36,16:05:27,30.081
ricciardo,2021,16,1,21,15:37:18,23.028
alonso,2021,16,1,30,15:51:43,29.116
norris,2021,16,1,34,15:57:20,23.239
latifi,2021,16,1,34,15:58:22,24.104
tsunoda,2021,16,1,35,15:59:39,23.329
russell,2021,16,1,35,15:59:42,23.551
max_verstappen,2021,16,1,36,15:59:52,22.442
sainz,2021,16,1,36,16:00:33,28.353
mazepin,2021,16,1,35,16:00:40,23.829
vettel,2021,16,2,37,16:03:36,23.514
bottas,2021,16,1,37,16:01:20,22.962
perez,2021,16,1,37,16:01:47,22.463
raikkonen,2021,16,1,37,16:02:50,23.164
gasly,2021,16,1,39,16:05:01,29.310
stroll,2021,16,1,39,16:05:17,35.509
mick_schumacher,2021,16,1,39,16:07:05,23.892
giovinazzi,2021,16,1,40,16:07:22,23.150
leclerc,2021,16,1,47,16:17:27,23.646
hamilton,2021,16,1,50,16:22:19,22.684
hamilton,2022,1,2,27,18:48:44,25.796
alonso,2022,1,2,25,18:45:53,24.909
mick_schumacher,2022,1,1,12,18:24:08,25.214
albon,2022,1,1,13,18:25:47,24.874
max_verstappen,2022,1,2,30,18:53:16,24.937
sainz,2022,1,2,33,18:58:21,24.438
kevin_magnussen,2022,1,1,14,18:27:07,25.478
gasly,2022,1,2,32,18:57:23,25.875
ocon,2022,1,2,30,18:54:12,25.393
